match_id,timestamp,total_turns,winner,winner_score,loser_score,score_margin,p1_name,p1_gold_spent,p1_tier1,p1_tier2,p1_tier3,p1_gem_white,p1_gem_blue,p1_gem_green,p1_gem_red,p1_gem_black,p2_name,p2_gold_spent,p2_tier1,p2_tier2,p2_tier3,p2_gem_white,p2_gem_blue,p2_gem_green,p2_gem_red,p2_gem_black
195,2026-04-22 16:41:50,54,BotA,15,3,12,BotA,0,14,3,0,0,7,3,2,4,BotB,0,12,1,0,5,5,5,0,8
196,2026-04-22 16:41:50,59,BotB,18,11,7,BotA,0,15,4,0,6,4,3,3,4,BotB,0,15,5,0,3,4,4,3,1
197,2026-04-22 16:41:50,63,BotB,15,10,5,BotA,0,14,3,1,5,5,7,0,4,BotB,0,17,3,0,3,3,5,4,6
198,2026-04-22 16:41:50,57,BotB,19,11,8,BotA,0,16,2,1,1,4,3,4,3,BotB,0,13,6,0,1,4,5,2,5
199,2026-04-22 16:41:50,61,BotA,15,15,0,BotA,0,16,4,1,2,2,6,3,5,BotB,0,19,3,0,3,6,1,0,6
200,2026-04-22 16:41:50,59,BotB,17,5,12,BotA,0,15,2,0,1,9,4,2,2,BotB,0,13,5,0,1,3,7,5,3
201,2026-04-22 16:41:55,60,BotA,16,14,2,BotA,0,15,5,0,4,3,3,4,4,BotB,0,12,6,0,5,6,4,3,4
202,2026-04-22 16:41:55,61,BotB,22,17,5,BotA,0,14,6,0,7,2,2,4,5,BotB,0,15,4,1,3,3,6,1,3
203,2026-04-22 16:41:55,64,BotA,16,7,9,BotA,0,14,4,0,2,2,8,4,8,BotB,0,13,3,0,8,1,13,0,4
204,2026-04-22 16:41:55,54,BotA,15,7,8,BotA,0,11,5,0,1,6,6,1,6,BotB,0,10,3,0,3,2,8,6,3
205,2026-04-22 16:41:55,62,BotB,16,15,1,BotA,0,15,6,0,7,1,6,2,2,BotB,0,14,5,0,8,2,4,2,3
206,2026-04-22 16:41:55,60,BotA,16,15,1,BotA,0,17,3,0,1,7,7,1,2,BotB,0,12,7,0,6,6,3,2,5
207,2026-04-22 16:41:55,60,BotA,17,11,6,BotA,0,13,6,0,3,2,6,4,1,BotB,0,13,4,0,2,8,2,3,5
208,2026-04-22 16:41:55,56,BotA,16,7,9,BotA,0,14,5,0,1,2,2,5,4,BotB,0,13,3,0,3,5,5,3,3
209,2026-04-22 16:41:55,62,BotA,19,14,5,BotA,0,15,6,1,2,7,3,0,5,BotB,0,15,3,0,4,4,7,1,4
210,2026-04-22 16:41:55,67,BotB,17,15,2,BotA,0,14,4,1,4,9,7,1,3,BotB,0,13,7,0,2,9,6,2,3
211,2026-04-22 16:41:55,56,BotA,16,6,10,BotA,0,10,6,0,1,3,2,3,9,BotB,0,12,4,0,4,5,1,3,8
212,2026-04-22 16:41:55,62,BotA,17,9,8,BotA,0,16,3,1,3,3,5,3,4,BotB,0,12,4,0,11,1,7,2,8
213,2026-04-22 16:41:55,61,BotB,19,15,4,BotA,0,15,2,2,3,6,4,1,6,BotB,0,14,6,0,2,4,7,1,3
214,2026-04-22 16:41:55,59,BotB,15,11,4,BotA,0,16,4,0,3,2,3,3,7,BotB,0,14,4,0,1,2,3,3,12
215,2026-04-22 16:41:55,57,BotB,16,13,3,BotA,0,15,5,0,0,5,2,5,6,BotB,0,15,5,0,4,5,3,2,3
216,2026-04-22 16:41:55,59,BotB,15,9,6,BotA,0,15,2,0,7,6,6,1,2,BotB,0,15,3,1,2,1,5,6,5
217,2026-04-22 16:41:55,60,BotA,15,11,4,BotA,0,12,5,0,6,5,4,2,4,BotB,0,13,5,0,3,5,5,0,6
218,2026-04-22 16:41:55,60,BotA,15,7,8,BotA,0,16,4,0,6,5,3,3,2,BotB,0,13,3,0,10,3,1,1,6
219,2026-04-22 16:41:55,64,BotA,15,15,0,BotA,0,15,4,0,2,7,3,6,2,BotB,0,14,6,0,6,8,4,1,2
220,2026-04-22 16:41:55,62,BotA,16,15,1,BotA,0,16,4,1,2,4,7,3,2,BotB,0,10,8,0,0,4,6,2,8
221,2026-04-22 16:41:55,61,BotA,16,15,1,BotA,0,12,7,0,2,5,6,2,4,BotB,0,12,5,0,9,5,4,6,1
222,2026-04-22 16:41:55,62,BotB,17,15,2,BotA,0,14,6,0,1,3,6,3,3,BotB,0,11,7,0,5,3,9,3,5
223,2026-04-22 16:41:55,56,BotA,16,5,11,BotA,0,13,6,0,5,2,6,1,1,BotB,0,14,2,0,1,3,8,4,2
224,2026-04-22 16:41:55,65,BotB,18,12,6,BotA,0,15,7,0,4,4,5,0,4,BotB,0,14,6,1,0,5,8,1,6
225,2026-04-22 16:41:55,63,BotB,17,9,8,BotA,0,12,5,0,2,6,5,5,5,BotB,0,14,5,1,1,4,1,5,5
226,2026-04-22 16:41:55,64,BotA,17,12,5,BotA,0,18,3,1,2,2,8,4,1,BotB,0,14,6,0,5,4,5,1,2
227,2026-04-22 16:41:55,62,BotB,18,17,1,BotA,0,16,5,0,5,3,3,3,2,BotB,0,13,4,2,4,5,4,4,5
228,2026-04-22 16:41:55,60,BotA,16,12,4,BotA,0,14,5,0,4,2,3,6,2,BotB,0,18,3,0,2,5,4,3,3
229,2026-04-22 16:41:55,54,BotA,15,6,9,BotA,0,10,6,0,3,2,6,3,4,BotB,0,16,1,0,1,3,5,2,6
230,2026-04-22 16:41:55,70,BotA,22,12,10,BotA,0,15,5,1,3,5,11,0,3,BotB,0,17,4,0,6,5,8,1,4
231,2026-04-22 16:41:55,62,BotA,15,7,8,BotA,0,17,2,0,4,4,7,1,7,BotB,0,13,3,0,10,3,4,0,6
232,2026-04-22 16:41:55,61,BotB,17,13,4,BotA,0,17,4,0,5,5,2,3,2,BotB,0,13,6,0,6,3,6,2,1
233,2026-04-22 16:41:55,62,BotB,16,16,0,BotA,0,13,5,1,8,4,1,4,5,BotB,0,11,7,0,7,5,3,1,6
234,2026-04-22 16:41:55,50,BotA,17,8,9,BotA,0,12,5,0,6,2,5,1,1,BotB,0,15,3,0,4,6,1,4,1
235,2026-04-22 16:41:55,62,BotA,15,14,1,BotA,0,15,4,0,7,4,2,0,7,BotB,0,14,6,0,7,6,1,0,5
236,2026-04-22 16:41:55,56,BotA,17,10,7,BotA,0,14,4,0,5,1,2,3,8,BotB,0,13,4,0,6,2,6,2,4
237,2026-04-22 16:41:55,62,BotA,19,15,4,BotA,0,14,5,0,6,6,2,2,1,BotB,0,14,6,0,5,5,2,3,3
238,2026-04-22 16:41:55,64,BotA,19,14,5,BotA,0,15,6,0,2,4,7,2,3,BotB,0,15,6,0,5,9,4,1,0
239,2026-04-22 16:41:55,54,BotA,15,5,10,BotA,0,13,3,1,8,1,2,1,6,BotB,0,11,3,0,3,4,5,1,10
240,2026-04-22 16:41:55,54,BotA,15,4,11,BotA,0,12,5,1,2,6,2,2,2,BotB,0,15,1,0,3,1,6,3,6
241,2026-04-22 16:41:55,58,BotA,19,6,13,BotA,0,14,5,0,7,3,1,3,4,BotB,0,18,1,0,2,9,0,7,1
242,2026-04-22 16:41:55,57,BotB,16,12,4,BotA,0,15,4,0,6,1,3,0,7,BotB,0,14,4,0,5,5,2,2,4
243,2026-04-22 16:41:55,54,BotA,16,7,9,BotA,0,15,3,1,5,1,3,4,2,BotB,0,12,4,0,7,5,2,5,0
244,2026-04-22 16:41:55,60,BotA,16,12,4,BotA,0,14,5,0,4,2,3,0,10,BotB,0,14,4,0,5,7,5,0,3
245,2026-04-22 16:41:55,57,BotB,15,9,6,BotA,0,13,5,0,7,1,4,1,6,BotB,0,13,5,0,3,2,5,3,4
246,2026-04-22 16:41:55,68,BotB,16,16,0,BotA,0,16,4,1,6,3,9,1,3,BotB,0,12,7,0,4,5,9,2,3
247,2026-04-22 16:41:55,62,BotA,15,12,3,BotA,0,16,3,1,2,7,1,3,5,BotB,0,13,5,0,2,4,5,3,5
248,2026-04-22 16:41:55,60,BotA,16,12,4,BotA,0,14,5,0,1,5,5,6,3,BotB,0,14,3,0,6,5,6,2,2
249,2026-04-22 16:41:55,57,BotB,15,12,3,BotA,0,16,4,0,5,3,8,1,0,BotB,0,14,4,0,4,4,4,5,2
250,2026-04-22 16:41:55,63,BotB,15,15,0,BotA,0,19,4,0,8,3,0,2,2,BotB,0,14,5,0,4,6,1,6,4
251,2026-04-22 16:41:55,50,BotA,15,6,9,BotA,0,12,3,0,5,7,0,2,1,BotB,0,8,3,0,7,4,6,4,0
252,2026-04-22 16:41:55,66,BotA,18,7,11,BotA,0,9,8,0,11,6,4,2,1,BotB,0,15,2,0,7,7,5,6,1
253,2026-04-22 16:41:55,62,BotA,15,13,2,BotA,0,14,5,0,1,0,5,5,9,BotB,0,15,4,0,4,4,3,4,4
254,2026-04-22 16:41:55,54,BotA,16,14,2,BotA,0,13,5,0,3,2,5,1,6,BotB,0,11,6,0,2,5,4,4,4
255,2026-04-22 16:41:55,56,BotA,15,11,4,BotA,0,13,4,0,7,2,1,4,5,BotB,0,12,4,0,5,0,4,8,4
256,2026-04-22 16:41:55,62,BotA,16,11,5,BotA,0,17,4,0,3,5,5,0,4,BotB,0,14,5,0,2,2,4,8,3
257,2026-04-22 16:41:55,60,BotA,19,6,13,BotA,0,17,2,1,2,6,3,2,2,BotB,0,17,2,1,3,2,5,2,6
258,2026-04-22 16:41:55,59,BotB,17,12,5,BotA,0,17,2,1,1,3,4,7,1,BotB,0,15,4,0,1,3,2,4,5
259,2026-04-22 16:41:55,64,BotA,17,15,2,BotA,0,19,4,0,3,3,5,2,0,BotB,0,15,5,0,5,4,3,2,7
260,2026-04-22 16:41:55,63,BotB,15,14,1,BotA,0,18,3,0,1,1,10,2,2,BotB,0,14,6,0,3,3,4,5,3
261,2026-04-22 16:41:55,63,BotB,15,13,2,BotA,0,14,4,0,1,9,3,2,6,BotB,0,16,4,0,5,3,7,3,1
262,2026-04-22 16:41:55,59,BotB,17,13,4,BotA,0,14,6,0,1,5,4,3,3,BotB,0,14,4,1,4,4,6,2,3
263,2026-04-22 16:41:56,54,BotA,15,8,7,BotA,0,17,2,0,5,2,1,2,4,BotB,0,14,3,0,4,2,3,4,4
264,2026-04-22 16:41:56,63,BotB,18,15,3,BotA,0,16,4,0,2,5,2,3,7,BotB,0,14,6,0,4,3,3,4,4
265,2026-04-22 16:41:56,64,BotA,18,15,3,BotA,0,14,4,1,1,4,7,4,5,BotB,0,17,5,0,2,5,5,4,2
266,2026-04-22 16:41:56,56,BotA,17,7,10,BotA,0,13,5,0,4,3,5,2,3,BotB,0,15,3,0,8,3,4,1,0
267,2026-04-22 16:41:56,56,BotA,17,8,9,BotA,0,15,4,0,2,5,3,0,6,BotB,0,11,5,0,0,6,6,7,4
268,2026-04-22 16:41:56,54,BotA,15,7,8,BotA,0,12,5,0,5,2,5,2,4,BotB,0,11,3,0,9,4,6,1,3
269,2026-04-22 16:41:56,58,BotA,18,11,7,BotA,0,12,6,0,2,4,3,6,4,BotB,0,13,5,0,3,6,3,5,0
270,2026-04-22 16:41:56,60,BotA,16,14,2,BotA,0,13,5,0,4,11,2,2,0,BotB,0,13,6,0,2,6,3,2,6
271,2026-04-22 16:41:56,56,BotA,16,6,10,BotA,0,10,6,0,4,6,4,0,7,BotB,0,11,4,0,4,6,4,2,5
272,2026-04-22 16:41:56,60,BotA,16,7,9,BotA,0,11,6,0,5,6,5,7,0,BotB,0,12,3,0,3,8,6,5,4
273,2026-04-22 16:41:56,62,BotA,17,15,2,BotA,0,17,4,0,7,3,6,1,4,BotB,0,13,6,0,2,4,4,1,8
274,2026-04-22 16:41:56,54,BotA,15,11,4,BotA,0,15,3,0,4,2,5,3,2,BotB,0,14,3,0,3,5,3,1,5
275,2026-04-22 16:41:56,59,BotB,15,12,3,BotA,0,13,6,0,1,0,3,10,3,BotB,0,16,4,0,1,3,6,4,3
276,2026-04-22 16:41:56,58,BotA,15,12,3,BotA,0,18,2,0,2,2,8,1,2,BotB,0,12,5,0,8,2,3,4,4
277,2026-04-22 16:41:56,61,BotA,16,16,0,BotA,0,11,5,0,6,6,4,1,6,BotB,0,12,4,0,2,8,3,5,5
278,2026-04-22 16:41:56,55,BotB,15,6,9,BotA,0,9,3,0,5,7,4,2,4,BotB,0,12,4,0,1,4,2,5,5
279,2026-04-22 16:41:56,58,BotA,15,6,9,BotA,0,17,4,0,3,2,4,4,1,BotB,0,15,2,0,3,11,2,3,0
280,2026-04-22 16:41:56,62,BotA,17,7,10,BotA,0,15,5,0,6,5,2,2,4,BotB,0,13,3,0,8,1,3,5,10
281,2026-04-22 16:41:56,65,BotB,18,11,7,BotA,0,12,5,0,4,9,6,2,8,BotB,0,14,4,0,6,9,4,2,5
282,2026-04-22 16:41:56,52,BotA,17,13,4,BotA,0,16,3,1,2,4,1,1,2,BotB,0,13,4,0,1,5,6,3,3
283,2026-04-22 16:41:56,50,BotA,15,10,5,BotA,0,11,6,0,4,2,3,2,3,BotB,0,12,4,0,3,3,2,2,8
284,2026-04-22 16:41:56,58,BotA,16,12,4,BotA,0,15,5,0,7,2,2,1,2,BotB,0,14,3,0,3,5,7,2,4
285,2026-04-22 16:41:56,63,BotB,16,11,5,BotA,0,17,4,0,4,2,8,1,2,BotB,0,15,5,0,1,9,4,4,2
286,2026-04-22 16:41:56,60,BotA,17,4,13,BotA,0,17,4,0,2,3,4,3,4,BotB,0,14,2,0,8,6,3,2,6
287,2026-04-22 16:41:56,53,BotB,16,6,10,BotA,0,15,3,0,6,2,2,3,5,BotB,0,13,5,0,1,5,3,6,2
288,2026-04-22 16:41:56,65,BotB,16,14,2,BotA,0,15,6,0,5,6,4,2,3,BotB,0,17,4,0,2,5,5,3,4
289,2026-04-22 16:41:56,67,BotB,16,14,2,BotA,0,16,5,0,7,0,5,3,3,BotB,0,18,4,0,6,3,4,2,4
290,2026-04-22 16:41:56,60,BotA,15,6,9,BotA,0,13,6,0,1,2,7,6,1,BotB,0,18,2,0,5,6,4,1,1
291,2026-04-22 16:41:56,64,BotA,16,9,7,BotA,0,15,4,0,2,4,3,5,8,BotB,0,16,3,0,4,2,6,4,3
292,2026-04-22 16:41:56,66,BotA,17,10,7,BotA,0,15,3,1,6,0,5,1,8,BotB,0,14,4,0,8,1,1,7,7
293,2026-04-22 16:41:56,62,BotA,15,8,7,BotA,0,17,6,0,4,1,2,3,2,BotB,0,17,2,0,5,3,4,4,2
294,2026-04-22 16:41:56,62,BotA,15,11,4,BotA,0,17,2,1,2,6,5,2,4,BotB,0,17,2,1,7,1,5,2,2
295,2026-04-22 16:41:56,56,BotA,16,4,12,BotA,0,13,6,0,2,4,4,5,2,BotB,0,13,3,0,3,9,5,1,4
296,2026-04-22 16:41:56,60,BotA,15,15,0,BotA,0,11,7,0,11,4,1,1,4,BotB,0,16,4,1,5,3,4,1,3
297,2026-04-22 16:41:56,58,BotA,18,9,9,BotA,0,14,4,1,3,3,5,0,8,BotB,0,16,3,0,1,3,5,6,5
298,2026-04-22 16:41:56,55,BotB,16,11,5,BotA,0,10,5,0,5,4,5,2,5,BotB,0,13,4,0,5,3,2,3,4
299,2026-04-22 16:41:56,62,BotA,17,12,5,BotA,0,13,5,0,1,0,9,1,5,BotB,0,12,7,0,3,2,6,1,8
300,2026-04-22 16:41:56,55,BotB,15,4,11,BotA,0,11,2,0,9,7,9,1,2,BotB,0,12,6,0,3,9,3,1,2
301,2026-04-22 17:45:00,53,BotB,16,6,10,BotA,3,14,3,0,5,0,3,9,2,BotB,2,13,3,0,3,3,8,2,3
302,2026-04-22 17:45:00,64,BotA,15,13,2,BotA,3,12,5,1,5,6,5,3,7,BotB,2,11,6,0,9,2,10,4,7
303,2026-04-22 17:45:00,55,BotB,17,15,2,BotA,4,13,5,0,4,4,0,0,8,BotB,2,14,3,1,5,2,4,5,1
304,2026-04-22 17:45:00,57,BotB,16,15,1,BotA,4,10,7,0,6,6,3,5,3,BotB,2,12,5,0,3,3,4,7,5
305,2026-04-22 17:45:00,53,BotB,16,11,5,BotA,3,10,7,0,7,7,0,0,7,BotB,2,13,3,1,3,2,4,4,3
306,2026-04-22 17:45:00,55,BotB,15,13,2,BotA,4,9,5,0,6,6,4,1,8,BotB,2,11,4,1,6,5,1,5,6
307,2026-04-22 17:45:00,52,BotA,15,9,6,BotA,3,12,6,0,1,2,3,6,2,BotB,2,12,3,0,4,8,4,1,6
308,2026-04-22 17:45:00,59,BotB,18,14,4,BotA,3,10,8,0,3,7,6,8,1,BotB,2,11,8,0,8,1,5,3,3
309,2026-04-22 17:45:00,59,BotB,15,4,11,BotA,3,17,1,0,10,1,4,4,7,BotB,2,8,4,1,5,15,1,5,9
310,2026-04-22 17:45:00,56,BotA,17,6,11,BotA,3,13,6,0,5,3,4,5,0,BotB,2,11,2,0,6,5,6,3,10
311,2026-04-22 17:45:00,52,BotA,15,9,6,BotA,3,11,4,1,7,6,5,1,1,BotB,2,13,3,0,1,4,4,2,7
312,2026-04-22 17:45:00,59,BotB,16,16,0,BotA,3,10,7,0,2,7,4,7,6,BotB,2,8,6,1,10,4,6,3,7
313,2026-04-22 17:45:00,58,BotA,19,8,11,BotA,3,16,3,1,4,2,3,2,3,BotB,2,13,2,1,3,8,2,6,7
314,2026-04-22 17:45:00,55,BotB,15,10,5,BotA,3,10,6,0,5,2,6,10,2,BotB,2,7,7,0,8,6,4,4,7
315,2026-04-22 17:45:00,52,BotA,16,11,5,BotA,3,13,4,1,2,1,3,4,5,BotB,2,12,2,1,6,7,4,2,4
316,2026-04-22 17:45:00,53,BotB,17,10,7,BotA,3,11,5,0,8,3,3,5,1,BotB,3,11,2,1,4,9,4,0,5
317,2026-04-22 17:45:00,52,BotA,16,5,11,BotA,4,11,7,0,2,1,2,5,1,BotB,2,14,2,0,10,3,3,0,2
318,2026-04-22 17:45:00,57,BotB,17,11,6,BotA,3,11,4,0,9,10,5,4,3,BotB,2,13,2,1,5,1,6,6,8
319,2026-04-22 17:45:00,54,BotA,15,9,6,BotA,3,13,2,1,11,3,4,3,0,BotB,2,12,3,1,1,6,6,4,5
320,2026-04-22 17:58:34,53,Bot,16,13,3,You,1,11,4,0,3,8,7,6,3,Bot,3,12,6,0,2,2,2,2,6
321,2026-04-22 17:58:41,60,BotA,15,14,1,BotA,7,11,6,0,0,5,4,4,4,BotB,8,9,6,0,0,6,8,6,0
322,2026-04-22 17:58:41,56,BotA,16,10,6,BotA,8,8,3,1,3,6,6,0,8,BotB,10,9,4,0,2,5,4,0,3
323,2026-04-22 17:58:41,60,BotA,15,9,6,BotA,6,13,5,0,3,9,2,0,1,BotB,6,14,3,0,0,0,6,4,6
324,2026-04-22 17:58:41,63,BotB,17,14,3,BotA,5,16,5,0,4,6,5,1,1,BotB,3,16,4,1,5,6,7,1,2
325,2026-04-22 17:58:41,56,BotA,17,15,2,BotA,5,13,4,0,3,5,5,4,1,BotB,8,9,4,1,4,6,2,3,0
326,2026-04-22 17:58:41,57,BotB,15,11,4,BotA,7,14,3,0,6,3,1,0,4,BotB,4,13,5,0,4,5,1,2,6
327,2026-04-22 17:58:41,63,BotB,16,4,12,BotA,4,13,3,0,7,3,7,7,9,BotB,5,12,4,0,4,9,9,3,1
328,2026-04-22 17:58:41,52,BotA,15,13,2,BotA,4,14,3,0,2,5,1,2,4,BotB,2,12,6,0,4,4,0,4,6
329,2026-04-22 17:58:41,50,BotA,16,14,2,BotA,3,13,2,1,5,0,5,3,5,BotB,3,12,6,0,4,1,3,1,2
330,2026-04-22 17:58:41,59,BotA,16,15,1,BotA,5,14,3,1,9,2,4,1,2,BotB,5,12,6,0,3,3,8,0,2
331,2026-04-22 17:58:41,57,BotB,15,4,11,BotA,5,13,2,0,2,9,7,3,4,BotB,5,7,5,1,5,6,8,8,2
332,2026-04-22 17:58:41,57,BotB,15,12,3,BotA,4,16,2,1,5,3,2,5,2,BotB,5,11,3,1,6,2,5,7,3
333,2026-04-22 17:58:41,55,BotB,17,5,12,BotA,4,15,2,0,0,0,7,5,7,BotB,7,12,3,1,4,1,1,2,4
334,2026-04-22 17:58:41,58,BotA,18,16,2,BotA,4,11,6,0,7,8,7,1,0,BotB,4,11,8,0,4,3,5,4,1
335,2026-04-22 17:58:41,57,BotA,17,15,2,BotA,1,15,6,0,5,6,1,0,8,BotB,5,12,6,0,0,0,6,2,4
336,2026-04-22 17:58:41,50,BotA,15,7,8,BotA,4,11,3,1,4,3,5,0,6,BotB,5,11,4,0,4,3,3,1,3
337,2026-04-22 17:58:41,62,BotA,18,18,0,BotA,6,11,7,0,4,6,6,4,0,BotB,6,11,7,0,7,6,6,0,2
338,2026-04-22 17:58:41,57,BotB,15,7,8,BotA,3,15,3,0,5,9,7,2,0,BotB,4,15,1,1,1,3,5,1,9
339,2026-04-22 17:58:41,58,BotA,16,13,3,BotA,3,14,5,0,0,7,5,0,5,BotB,5,13,4,1,6,3,2,1,5
340,2026-04-22 17:58:41,55,BotB,15,12,3,BotA,5,15,3,0,3,1,1,4,5,BotB,5,13,5,0,3,2,0,3,3
341,2026-04-22 17:58:41,62,BotA,15,9,6,BotA,7,14,4,0,4,7,3,2,1,BotB,6,7,3,1,9,6,9,8,5
342,2026-04-22 17:58:41,56,BotB,16,15,1,BotA,5,13,5,0,0,7,3,0,3,BotB,2,16,6,0,0,3,4,1,4
343,2026-04-22 17:58:41,59,BotA,16,15,1,BotA,6,16,3,0,1,2,3,3,4,BotB,5,11,8,0,2,4,4,3,1
344,2026-04-22 17:58:41,57,BotB,15,11,4,BotA,5,13,4,0,1,6,7,5,1,BotB,2,13,4,1,6,5,8,0,3
345,2026-04-22 17:58:41,57,BotB,15,11,4,BotA,8,12,5,0,4,1,2,3,1,BotB,5,12,6,0,3,3,6,2,0
346,2026-04-22 17:58:41,61,BotB,15,13,2,BotA,5,13,4,1,6,5,1,6,5,BotB,8,10,6,0,3,1,3,5,5
347,2026-04-22 17:58:41,56,BotA,17,6,11,BotA,5,12,5,0,9,0,2,3,1,BotB,5,14,2,0,5,1,6,6,2
348,2026-04-22 17:58:41,63,BotB,16,14,2,BotA,5,12,7,0,8,6,5,1,1,BotB,4,16,4,0,6,0,3,1,8
349,2026-04-22 17:58:41,54,BotA,15,14,1,BotA,4,13,4,1,2,4,3,5,0,BotB,5,13,4,0,3,3,5,1,1
350,2026-04-22 17:58:41,59,BotA,16,15,1,BotA,4,11,7,0,1,4,10,4,3,BotB,5,12,3,1,2,10,1,3,5
351,2026-04-22 17:58:41,60,BotA,17,12,5,BotA,5,15,5,0,3,4,2,5,0,BotB,6,10,3,1,2,7,11,8,1
352,2026-04-22 17:58:41,56,BotA,16,14,2,BotA,4,13,6,0,3,3,4,1,3,BotB,6,8,7,0,4,3,3,4,4
353,2026-04-22 17:58:41,54,BotA,15,7,8,BotA,5,12,4,0,3,4,7,1,1,BotB,4,12,3,0,2,2,8,5,4
354,2026-04-22 17:58:41,53,BotB,16,11,5,BotA,5,15,1,1,0,4,3,5,2,BotB,2,12,6,0,3,4,5,5,1
355,2026-04-22 17:58:41,58,BotA,16,13,3,BotA,4,12,4,1,8,0,1,7,7,BotB,4,14,4,0,3,6,6,3,0
356,2026-04-22 17:58:41,57,BotB,16,15,1,BotA,7,8,6,0,5,6,9,0,3,BotB,4,15,4,0,7,1,2,0,3
357,2026-04-22 17:58:41,56,BotA,15,10,5,BotA,4,12,5,0,3,5,8,0,2,BotB,4,16,2,0,0,0,7,3,5
358,2026-04-22 17:58:41,57,BotB,19,5,14,BotA,7,12,2,0,9,7,2,0,3,BotB,3,15,4,0,3,0,5,3,6
359,2026-04-22 17:58:41,57,BotB,17,6,11,BotA,5,11,3,0,10,8,0,2,8,BotB,7,9,6,0,6,4,2,2,3
360,2026-04-22 17:58:41,54,BotA,16,8,8,BotA,3,12,6,0,4,0,2,2,8,BotB,7,14,2,0,6,1,0,1,2
361,2026-04-22 17:58:41,53,BotB,15,9,6,BotA,6,12,4,0,2,3,5,3,1,BotB,3,12,5,0,5,3,6,2,1
362,2026-04-22 17:58:41,59,BotB,16,15,1,BotA,6,12,5,0,3,5,7,4,0,BotB,3,13,5,0,1,5,10,4,1
363,2026-04-22 17:58:41,68,BotB,15,15,0,BotA,6,21,2,0,5,0,2,4,3,BotB,6,14,5,1,6,1,6,5,6
364,2026-04-22 17:58:41,54,BotA,15,4,11,BotA,3,14,4,1,1,5,3,2,3,BotB,7,13,2,0,1,4,5,0,3
365,2026-04-22 17:58:41,53,BotB,15,5,10,BotA,3,12,2,0,0,4,11,7,4,BotB,3,16,3,0,3,4,1,0,3
366,2026-04-22 17:58:41,62,BotA,20,15,5,BotA,4,15,3,2,8,3,2,3,3,BotB,5,14,7,0,5,1,2,3,3
367,2026-04-22 17:58:42,54,BotA,18,8,10,BotA,5,10,7,0,4,1,5,4,0,BotB,5,13,2,0,2,0,7,5,6
368,2026-04-22 17:58:42,60,BotA,17,13,4,BotA,4,11,7,0,2,5,5,5,6,BotB,6,13,5,0,2,5,3,3,4
369,2026-04-22 17:58:42,61,BotA,17,15,2,BotA,8,13,3,1,4,6,3,4,0,BotB,5,10,8,0,4,5,6,3,2
370,2026-04-22 17:58:42,53,BotB,15,6,9,BotA,7,12,2,1,3,1,0,6,4,BotB,4,12,5,0,1,2,5,3,4
371,2026-04-22 17:58:42,50,BotA,15,9,6,BotA,4,12,4,0,4,3,3,4,0,BotB,5,9,3,0,1,4,3,2,8
372,2026-04-22 17:58:42,53,BotB,16,15,1,BotA,5,9,6,0,6,6,2,0,7,BotB,4,11,4,1,8,0,3,1,4
373,2026-04-22 17:58:42,60,BotA,17,9,8,BotA,2,16,3,2,2,1,7,3,6,BotB,7,16,2,0,7,0,3,0,3
374,2026-04-22 17:58:42,60,BotA,17,8,9,BotA,5,13,4,1,4,2,4,2,6,BotB,5,16,2,0,1,0,5,8,5
375,2026-04-22 17:58:42,58,BotA,15,8,7,BotA,8,10,4,1,4,4,6,0,2,BotB,5,12,4,0,8,2,8,0,2
376,2026-04-22 17:58:42,60,BotA,17,13,4,BotA,4,11,4,1,6,1,8,4,7,BotB,7,13,4,1,3,1,4,4,3
377,2026-04-22 17:58:42,57,BotB,16,12,4,BotA,5,12,5,0,4,7,1,0,7,BotB,6,13,6,0,0,4,2,0,2
378,2026-04-22 17:58:42,58,BotA,16,13,3,BotA,5,13,5,0,4,1,7,0,4,BotB,6,15,2,1,5,3,1,1,3
379,2026-04-22 17:58:42,60,BotA,15,9,6,BotA,7,10,4,1,7,2,8,6,0,BotB,7,12,4,0,4,3,7,5,1
380,2026-04-22 17:58:42,56,BotA,15,8,7,BotA,3,18,1,1,4,3,4,3,1,BotB,6,14,4,0,5,0,2,2,1
381,2026-04-22 17:58:42,56,BotA,16,10,6,BotA,5,13,4,0,5,5,3,0,3,BotB,4,13,4,0,6,6,3,1,4
382,2026-04-22 17:58:42,50,BotA,16,6,10,BotA,2,11,4,1,1,6,3,2,7,BotB,8,10,2,0,1,3,3,1,6
383,2026-04-22 17:58:42,57,BotB,17,15,2,BotA,6,15,2,1,4,6,4,0,0,BotB,3,16,1,2,3,2,5,6,1
384,2026-04-22 17:58:42,59,BotB,16,14,2,BotA,5,14,3,1,5,7,4,0,3,BotB,5,14,4,0,3,2,6,4,1
385,2026-04-22 17:58:42,58,BotA,15,14,1,BotA,6,13,5,0,6,4,1,0,3,BotB,6,12,5,0,4,1,4,4,5
386,2026-04-22 17:58:42,55,BotB,15,12,3,BotA,7,9,4,0,8,6,4,1,4,BotB,3,12,6,0,6,4,1,3,2
387,2026-04-22 17:58:42,51,BotB,16,8,8,BotA,6,13,1,1,1,5,5,4,0,BotB,4,11,4,0,2,4,5,3,3
388,2026-04-22 17:58:42,55,BotA,16,15,1,BotA,6,10,5,0,5,2,1,2,8,BotB,4,11,6,0,4,5,1,4,2
