match_id,timestamp,total_turns,winner,winner_score,loser_score,score_margin,p1_name,p1_gold_spent,p1_tier1,p1_tier2,p1_tier3,p1_gem_white,p1_gem_blue,p1_gem_green,p1_gem_red,p1_gem_black,p2_name,p2_gold_spent,p2_tier1,p2_tier2,p2_tier3,p2_gem_white,p2_gem_blue,p2_gem_green,p2_gem_red,p2_gem_black
1,2026-04-22 14:18:58,54,BotA,16,7,9,BotA,0,16,3,0,6,0,2,0,6,BotB,0,14,3,0,2,6,1,4,4
2,2026-04-22 14:18:58,55,BotB,16,9,7,BotA,0,16,0,2,3,4,2,2,7,BotB,0,11,5,0,2,7,4,2,2
3,2026-04-22 14:18:58,61,BotB,16,10,6,BotA,0,14,5,0,2,7,5,4,1,BotB,0,14,4,1,2,4,7,4,1
4,2026-04-22 14:18:58,60,BotA,15,11,4,BotA,0,19,2,1,1,4,0,7,3,BotB,0,17,2,0,6,2,0,5,6
5,2026-04-22 14:18:58,63,BotB,19,16,3,BotA,0,16,6,0,0,7,4,4,3,BotB,0,12,6,0,1,7,5,5,5
6,2026-04-22 14:18:58,63,BotB,15,11,4,BotA,0,16,4,0,3,2,6,3,7,BotB,0,17,2,0,3,3,3,8,2
7,2026-04-22 14:18:58,58,BotA,17,8,9,BotA,0,14,5,1,6,4,3,1,1,BotB,0,14,3,0,2,2,6,6,4
8,2026-04-22 14:18:58,58,BotA,15,9,6,BotA,0,15,4,0,7,2,3,0,5,BotB,0,16,2,0,3,6,3,2,3
9,2026-04-22 14:18:59,56,BotA,15,3,12,BotA,0,15,3,1,6,1,7,1,1,BotB,0,16,0,0,3,1,5,4,9
10,2026-04-22 14:18:59,55,BotB,16,4,12,BotA,0,15,2,0,0,4,3,3,6,BotB,0,15,2,0,1,6,4,0,5
11,2026-04-22 14:18:59,60,BotA,16,7,9,BotA,0,11,7,0,9,5,3,1,1,BotB,0,13,3,0,7,9,4,2,0
12,2026-04-22 14:18:59,60,BotA,16,12,4,BotA,0,15,4,0,1,3,7,1,6,BotB,0,14,4,0,5,2,5,2,5
13,2026-04-22 14:18:59,60,BotA,15,8,7,BotA,0,14,4,1,5,2,5,2,3,BotB,0,15,4,0,3,4,1,3,6
14,2026-04-22 14:18:59,66,BotA,16,12,4,BotA,0,18,4,0,3,3,4,3,1,BotB,0,18,3,0,5,5,3,3,2
15,2026-04-22 14:18:59,55,BotB,18,13,5,BotA,0,15,4,1,8,1,3,0,3,BotB,0,13,4,1,1,7,4,2,3
16,2026-04-22 14:18:59,62,BotA,18,7,11,BotA,0,15,4,0,4,3,3,7,3,BotB,0,14,4,0,5,5,7,3,2
17,2026-04-22 14:18:59,66,BotA,15,8,7,BotA,0,13,8,0,4,2,6,5,6,BotB,0,15,2,0,5,0,3,6,9
18,2026-04-22 14:18:59,54,BotA,16,6,10,BotA,0,10,6,0,5,2,4,2,7,BotB,0,15,0,0,4,5,7,0,4
19,2026-04-22 14:18:59,54,BotA,15,12,3,BotA,0,15,5,0,2,2,2,2,5,BotB,0,14,4,0,4,3,4,5,1
20,2026-04-22 14:18:59,59,BotB,16,10,6,BotA,0,17,1,1,2,5,5,3,3,BotB,0,13,3,1,3,4,2,5,4
21,2026-04-22 14:18:59,60,BotA,15,8,7,BotA,0,16,3,0,1,4,4,3,5,BotB,0,11,4,0,2,5,7,5,4
22,2026-04-22 14:18:59,58,BotA,15,11,4,BotA,0,14,4,0,3,0,2,3,11,BotB,0,13,4,0,3,6,7,5,1
23,2026-04-22 14:18:59,60,BotA,15,14,1,BotA,0,13,4,1,6,7,3,3,0,BotB,0,13,7,0,3,4,5,1,4
24,2026-04-22 14:18:59,59,BotA,16,15,1,BotA,0,16,4,1,5,1,4,2,3,BotB,0,12,6,0,2,5,5,4,2
25,2026-04-22 14:18:59,60,BotA,16,5,11,BotA,0,14,4,0,2,5,8,4,0,BotB,0,17,1,0,5,8,2,1,4
26,2026-04-22 14:18:59,60,BotA,20,11,9,BotA,0,13,5,1,7,2,1,0,7,BotB,0,15,4,1,2,5,2,4,4
27,2026-04-22 14:18:59,60,BotA,20,7,13,BotA,0,17,3,0,7,2,2,2,4,BotB,0,13,3,0,9,1,1,2,8
28,2026-04-22 14:18:59,60,BotA,17,14,3,BotA,0,15,4,1,3,5,4,2,3,BotB,0,14,4,0,2,3,5,9,2
29,2026-04-22 14:18:59,60,BotA,17,9,8,BotA,0,17,3,1,6,2,0,6,3,BotB,0,16,2,0,3,5,3,3,6
30,2026-04-22 14:18:59,60,BotA,17,15,2,BotA,0,15,4,1,5,6,0,2,5,BotB,0,13,5,0,6,2,3,4,5
31,2026-04-22 14:18:59,63,BotB,15,15,0,BotA,0,17,4,0,1,3,10,2,1,BotB,0,13,6,0,4,3,7,6,0
32,2026-04-22 14:18:59,61,BotA,16,16,0,BotA,0,13,9,0,5,1,1,5,3,BotB,0,18,4,0,4,5,2,1,2
33,2026-04-22 14:18:59,65,BotB,20,11,9,BotA,0,16,5,0,12,3,2,2,1,BotB,0,15,5,0,4,4,3,1,5
34,2026-04-22 14:18:59,63,BotB,19,14,5,BotA,0,14,7,0,1,6,4,0,6,BotB,0,16,3,0,4,3,9,2,2
35,2026-04-22 14:18:59,72,BotA,16,9,7,BotA,0,16,4,0,3,6,5,7,0,BotB,0,16,4,0,5,10,7,2,1
36,2026-04-22 14:18:59,56,BotA,16,13,3,BotA,0,13,5,0,3,0,6,1,6,BotB,0,12,5,0,6,4,3,3,2
37,2026-04-22 14:18:59,58,BotA,15,12,3,BotA,0,12,4,0,1,2,5,6,6,BotB,0,12,5,0,2,3,8,3,6
38,2026-04-22 14:18:59,59,BotB,15,7,8,BotA,0,13,3,0,3,5,8,6,3,BotB,0,11,5,0,5,3,2,4,5
39,2026-04-22 14:18:59,60,BotA,17,14,3,BotA,0,13,5,0,4,3,5,2,3,BotB,0,14,6,0,2,6,2,4,2
40,2026-04-22 14:18:59,53,BotB,15,6,9,BotA,0,14,2,0,5,5,4,1,3,BotB,0,14,4,0,3,4,6,2,0
41,2026-04-22 14:18:59,64,BotA,17,14,3,BotA,0,15,5,1,4,3,3,3,5,BotB,0,13,5,0,1,7,5,5,2
42,2026-04-22 14:18:59,54,BotA,19,6,13,BotA,0,10,7,0,6,2,1,4,3,BotB,0,15,2,0,2,6,3,3,4
43,2026-04-22 14:18:59,58,BotA,17,8,9,BotA,0,13,6,0,2,6,5,4,1,BotB,0,15,3,0,3,6,5,0,3
44,2026-04-22 14:18:59,62,BotA,17,2,15,BotA,0,18,3,0,7,4,0,1,6,BotB,0,15,1,0,6,7,7,4,2
45,2026-04-22 14:18:59,58,BotA,16,15,1,BotA,0,10,8,0,2,2,6,6,1,BotB,0,16,4,0,5,3,3,2,4
46,2026-04-22 14:18:59,62,BotB,17,15,2,BotA,0,14,5,0,6,3,1,2,7,BotB,0,14,7,0,4,3,7,2,2
47,2026-04-22 14:18:59,59,BotB,15,10,5,BotA,0,13,4,0,5,2,4,5,5,BotB,0,14,4,0,2,3,3,5,6
48,2026-04-22 14:18:59,60,BotA,16,4,12,BotA,0,17,4,0,3,4,3,2,4,BotB,0,13,2,0,4,7,10,3,1
49,2026-04-22 14:18:59,57,BotB,15,6,9,BotA,0,10,3,0,5,7,4,4,2,BotB,0,14,3,0,3,3,3,4,3
50,2026-04-22 14:18:59,58,BotA,15,5,10,BotA,0,16,3,0,1,2,2,7,3,BotB,0,17,1,0,5,3,5,3,2
51,2026-04-22 14:18:59,59,BotB,16,16,0,BotA,0,15,5,1,5,4,1,2,3,BotB,0,13,6,0,3,1,5,3,5
52,2026-04-22 14:18:59,60,BotA,17,13,4,BotA,0,15,4,1,3,4,1,8,1,BotB,0,16,3,0,1,4,3,3,5
53,2026-04-22 14:18:59,59,BotB,15,3,12,BotA,0,13,1,0,1,12,6,3,2,BotB,0,11,5,0,3,12,3,4,2
54,2026-04-22 14:18:59,55,BotB,16,15,1,BotA,0,12,6,0,1,1,6,7,0,BotB,0,13,5,0,1,4,4,3,3
55,2026-04-22 14:18:59,65,BotB,17,16,1,BotA,0,16,5,1,2,3,9,1,3,BotB,0,15,4,1,2,2,6,7,3
56,2026-04-22 14:18:59,63,BotB,18,14,4,BotA,0,14,5,0,6,7,0,3,6,BotB,0,13,7,0,7,2,0,4,6
57,2026-04-22 14:18:59,57,BotB,17,13,4,BotA,0,15,5,0,2,2,6,3,3,BotB,0,13,6,0,3,5,4,0,3
58,2026-04-22 14:18:59,55,BotB,16,6,10,BotA,0,15,2,0,4,4,3,5,1,BotB,0,17,2,0,4,5,2,2,2
59,2026-04-22 14:18:59,56,BotA,17,6,11,BotA,0,15,3,0,1,0,6,0,6,BotB,0,14,2,0,3,5,5,4,3
60,2026-04-22 14:18:59,57,BotB,18,14,4,BotA,0,12,7,0,4,4,2,3,4,BotB,0,14,5,1,2,2,5,6,0
61,2026-04-22 14:18:59,63,BotB,18,16,2,BotA,0,16,4,0,1,1,4,6,6,BotB,0,14,4,1,4,5,7,2,2
62,2026-04-22 14:18:59,65,BotB,15,7,8,BotA,0,14,3,0,6,9,9,0,2,BotB,0,16,2,1,6,6,3,1,2
63,2026-04-22 14:18:59,58,BotA,16,10,6,BotA,0,13,7,0,5,2,6,1,1,BotB,0,12,5,0,8,3,5,0,4
64,2026-04-22 14:18:59,62,BotB,16,15,1,BotA,0,12,6,0,5,0,4,4,8,BotB,0,15,6,0,2,1,4,3,8
65,2026-04-22 14:18:59,61,BotB,15,14,1,BotA,0,13,6,0,9,1,0,2,10,BotB,0,11,6,0,5,7,0,4,4
66,2026-04-22 14:18:59,64,BotA,15,13,2,BotA,0,15,5,0,9,2,3,1,4,BotB,0,16,5,0,5,3,3,2,4
67,2026-04-22 14:18:59,66,BotB,15,15,0,BotA,0,14,7,0,7,2,5,4,3,BotB,0,12,6,0,8,1,3,3,7
68,2026-04-22 14:18:59,58,BotA,15,12,3,BotA,0,13,7,0,5,4,1,2,3,BotB,0,13,4,0,3,4,5,2,6
69,2026-04-22 14:18:59,54,BotA,15,12,3,BotA,0,13,4,1,3,5,4,1,4,BotB,0,14,2,0,4,3,2,3,6
70,2026-04-22 14:18:59,63,BotB,15,10,5,BotA,0,13,5,0,5,5,7,0,8,BotB,0,13,5,0,1,7,5,0,7
71,2026-04-22 14:18:59,54,BotA,15,12,3,BotA,0,15,4,0,3,2,2,5,3,BotB,0,13,4,0,1,6,3,3,6
72,2026-04-22 14:18:59,54,BotA,16,7,9,BotA,0,15,4,0,4,1,6,1,3,BotB,0,15,2,0,3,3,6,1,5
73,2026-04-22 14:18:59,62,BotB,16,15,1,BotA,0,16,4,0,3,5,1,4,4,BotB,0,16,5,0,2,1,5,6,6
74,2026-04-22 14:18:59,59,BotB,18,12,6,BotA,0,10,5,0,7,2,6,5,7,BotB,0,11,8,0,2,3,7,3,1
75,2026-04-22 14:18:59,64,BotB,16,16,0,BotA,0,13,6,1,3,3,7,2,3,BotB,0,12,7,0,3,4,11,3,1
76,2026-04-22 14:18:59,57,BotB,15,12,3,BotA,0,14,5,0,4,4,3,3,3,BotB,0,15,4,0,4,6,4,1,3
77,2026-04-22 14:18:59,54,BotA,15,5,10,BotA,0,14,3,0,2,4,5,5,5,BotB,0,13,3,0,1,3,3,3,11
78,2026-04-22 14:18:59,54,BotA,17,9,8,BotA,0,12,5,0,4,2,2,1,8,BotB,0,11,4,0,6,3,3,3,6
79,2026-04-22 14:18:59,65,BotB,16,5,11,BotA,0,17,1,0,8,3,8,0,4,BotB,0,13,6,0,5,3,8,3,2
80,2026-04-22 14:18:59,56,BotA,15,12,3,BotA,0,10,7,0,6,3,3,5,6,BotB,0,14,2,0,7,1,4,3,6
81,2026-04-22 14:18:59,66,BotA,17,14,3,BotA,0,16,6,0,9,2,4,2,2,BotB,0,18,5,0,4,5,2,2,4
82,2026-04-22 14:18:59,62,BotA,15,13,2,BotA,0,12,5,0,5,1,4,2,8,BotB,0,14,5,0,1,6,5,4,5
83,2026-04-22 14:18:59,60,BotB,15,15,0,BotA,0,13,6,0,5,5,1,2,5,BotB,0,11,7,0,5,3,7,2,2
84,2026-04-22 14:18:59,57,BotB,17,15,2,BotA,0,12,6,0,6,3,5,4,0,BotB,0,11,6,0,4,5,3,2,6
85,2026-04-22 14:18:59,54,BotA,15,5,10,BotA,0,12,4,0,4,5,7,1,2,BotB,0,14,1,0,0,11,4,0,2
86,2026-04-22 14:18:59,59,BotB,16,14,2,BotA,0,13,5,0,2,5,7,6,0,BotB,0,17,2,1,2,4,5,1,1
87,2026-04-22 14:18:59,63,BotB,16,12,4,BotA,0,13,5,0,4,0,9,7,2,BotB,0,15,5,0,2,0,7,7,1
88,2026-04-22 14:18:59,64,BotA,15,14,1,BotA,0,15,5,0,6,2,3,3,4,BotB,0,13,7,0,4,6,3,3,1
89,2026-04-22 14:18:59,64,BotA,15,12,3,BotA,0,18,3,0,5,4,5,3,3,BotB,0,15,4,0,7,1,6,4,4
90,2026-04-22 14:18:59,60,BotB,15,15,0,BotA,0,14,6,0,4,3,2,3,4,BotB,0,14,4,0,4,5,3,3,5
91,2026-04-22 14:18:59,60,BotA,15,13,2,BotA,0,13,5,0,3,3,8,4,1,BotB,0,10,6,0,6,7,3,2,5
92,2026-04-22 14:18:59,56,BotA,15,4,11,BotA,0,13,4,0,8,2,4,0,3,BotB,0,13,1,0,11,3,5,5,1
93,2026-04-22 14:18:59,58,BotA,16,6,10,BotA,0,13,5,0,2,4,4,2,5,BotB,0,15,2,0,5,3,5,4,2
94,2026-04-22 14:18:59,58,BotA,15,11,4,BotA,0,12,6,0,12,1,2,4,1,BotB,0,13,4,0,1,5,8,2,3
95,2026-04-22 14:18:59,56,BotA,15,5,10,BotA,0,11,7,0,3,2,6,1,5,BotB,0,15,1,0,2,10,4,2,2
96,2026-04-22 14:18:59,60,BotB,15,15,0,BotA,0,16,2,1,3,5,3,3,2,BotB,0,12,5,0,5,5,6,3,0
97,2026-04-22 14:18:59,62,BotB,16,15,1,BotA,0,17,3,1,1,0,5,6,5,BotB,0,15,5,0,3,3,9,3,1
98,2026-04-22 14:18:59,58,BotA,15,12,3,BotA,0,14,4,1,1,1,6,5,3,BotB,0,15,4,0,4,4,3,4,4
99,2026-04-22 14:18:59,58,BotA,16,13,3,BotA,0,14,5,0,3,6,3,4,0,BotB,0,14,4,0,6,2,3,8,0
100,2026-04-22 14:18:59,60,BotB,17,15,2,BotA,0,15,5,0,4,8,3,3,0,BotB,0,15,4,1,1,2,5,5,2
101,2026-04-22 16:41:50,61,BotB,18,8,10,BotA,0,20,1,1,3,6,3,2,0,BotB,0,15,2,1,2,4,6,6,1
102,2026-04-22 16:41:50,60,BotA,17,14,3,BotA,0,14,6,0,3,5,2,0,2,BotB,0,14,5,0,6,3,4,1,3
103,2026-04-22 16:41:50,60,BotA,17,2,15,BotA,0,13,5,0,4,4,1,4,5,BotB,0,18,1,0,4,5,2,5,3
104,2026-04-22 16:41:50,61,BotB,19,13,6,BotA,0,16,3,0,7,3,6,2,3,BotB,0,13,6,0,4,4,6,2,4
105,2026-04-22 16:41:50,50,BotA,15,0,15,BotA,0,12,4,0,2,3,5,7,1,BotB,0,14,0,0,5,3,3,2,6
106,2026-04-22 16:41:50,61,BotB,15,11,4,BotA,0,15,4,0,5,9,5,1,0,BotB,0,15,2,1,4,4,7,4,3
107,2026-04-22 16:41:50,59,BotB,16,12,4,BotA,0,13,5,0,2,1,5,7,5,BotB,0,15,3,1,7,1,1,4,5
108,2026-04-22 16:41:50,58,BotA,18,13,5,BotA,0,15,4,0,7,6,3,0,2,BotB,0,13,6,0,3,5,5,2,2
109,2026-04-22 16:41:50,52,BotA,16,7,9,BotA,0,15,4,0,4,1,5,0,5,BotB,0,11,2,0,1,4,4,6,7
110,2026-04-22 16:41:50,56,BotA,16,10,6,BotA,0,15,5,0,5,4,2,1,3,BotB,0,14,3,0,5,8,4,1,1
111,2026-04-22 16:41:50,68,BotA,17,7,10,BotA,0,16,4,1,6,4,2,5,6,BotB,0,15,4,0,9,3,4,6,2
112,2026-04-22 16:41:50,57,BotB,15,13,2,BotA,0,13,6,0,2,6,7,3,0,BotB,0,15,4,0,4,5,3,3,2
113,2026-04-22 16:41:50,56,BotA,16,10,6,BotA,0,13,6,0,2,5,3,2,3,BotB,0,13,3,0,5,3,5,2,5
114,2026-04-22 16:41:50,59,BotB,17,9,8,BotA,0,15,4,0,1,7,7,2,1,BotB,0,13,5,0,6,2,5,4,3
115,2026-04-22 16:41:50,58,BotA,19,8,11,BotA,0,13,5,1,2,3,7,2,6,BotB,0,17,1,0,3,5,4,3,4
116,2026-04-22 16:41:50,55,BotB,16,13,3,BotA,0,14,6,0,4,3,1,3,5,BotB,0,9,5,0,3,4,5,2,8
117,2026-04-22 16:41:50,55,BotB,16,10,6,BotA,0,12,7,0,3,3,1,2,5,BotB,0,14,4,0,6,3,1,2,5
118,2026-04-22 16:41:50,57,BotB,15,8,7,BotA,0,13,3,0,8,6,3,1,2,BotB,0,13,5,1,2,4,3,2,5
119,2026-04-22 16:41:50,60,BotA,16,14,2,BotA,0,14,6,0,3,7,4,4,0,BotB,0,14,4,1,3,4,6,4,2
120,2026-04-22 16:41:50,56,BotA,15,12,3,BotA,0,15,4,1,5,1,0,5,2,BotB,0,15,3,0,2,8,5,3,0
121,2026-04-22 16:41:50,57,BotB,17,9,8,BotA,0,17,4,0,3,1,4,3,4,BotB,0,16,3,0,4,1,5,3,5
122,2026-04-22 16:41:50,66,BotA,16,16,0,BotA,0,14,7,0,6,4,2,2,6,BotB,0,16,6,0,5,4,7,1,1
123,2026-04-22 16:41:50,65,BotA,15,15,0,BotA,0,15,4,0,3,5,3,7,3,BotB,0,14,7,0,1,4,4,6,3
124,2026-04-22 16:41:50,61,BotB,15,11,4,BotA,0,14,5,0,5,2,5,1,5,BotB,0,16,4,0,4,4,5,3,2
125,2026-04-22 16:41:50,62,BotA,16,14,2,BotA,0,18,3,0,0,4,2,6,5,BotB,0,14,6,0,0,5,7,3,6
126,2026-04-22 16:41:50,60,BotA,15,9,6,BotA,0,17,3,1,5,3,2,4,3,BotB,0,17,3,0,3,3,4,4,6
127,2026-04-22 16:41:50,62,BotA,15,7,8,BotA,0,9,6,0,3,4,5,9,7,BotB,0,10,4,0,1,3,6,7,8
128,2026-04-22 16:41:50,59,BotB,17,16,1,BotA,0,14,5,0,5,3,2,6,1,BotB,0,15,5,0,3,1,2,5,5
129,2026-04-22 16:41:50,62,BotA,16,12,4,BotA,0,16,4,0,4,0,3,4,9,BotB,0,15,5,0,3,4,3,7,2
130,2026-04-22 16:41:50,54,BotA,17,11,6,BotA,0,16,4,0,1,5,2,2,4,BotB,0,14,5,0,4,4,1,2,5
131,2026-04-22 16:41:50,56,BotA,17,2,15,BotA,0,16,3,1,4,4,2,2,3,BotB,0,15,0,0,7,0,6,5,4
132,2026-04-22 16:41:50,60,BotA,16,10,6,BotA,0,17,4,0,5,2,2,5,2,BotB,0,16,2,0,3,4,4,6,2
133,2026-04-22 16:41:50,55,BotA,15,15,0,BotA,0,13,4,0,5,5,5,2,2,BotB,0,11,7,0,5,3,1,1,7
134,2026-04-22 16:41:50,58,BotA,15,7,8,BotA,0,14,5,0,3,3,5,2,5,BotB,0,13,3,0,2,6,5,6,2
135,2026-04-22 16:41:50,66,BotA,17,14,3,BotA,0,15,6,1,7,4,1,3,3,BotB,0,16,5,0,2,3,1,6,9
136,2026-04-22 16:41:50,58,BotA,16,15,1,BotA,0,15,4,1,7,0,2,2,2,BotB,0,16,4,0,3,3,2,3,5
137,2026-04-22 16:41:50,67,BotA,16,15,1,BotA,0,18,5,0,5,3,6,2,4,BotB,0,18,4,0,6,4,2,5,3
138,2026-04-22 16:41:50,61,BotB,17,12,5,BotA,0,12,5,0,5,1,9,2,7,BotB,0,10,6,0,7,6,3,1,5
139,2026-04-22 16:41:50,60,BotA,19,15,4,BotA,0,11,7,1,7,4,3,1,4,BotB,0,16,3,1,2,5,4,1,4
140,2026-04-22 16:41:50,59,BotB,17,4,13,BotA,0,15,1,0,6,5,5,2,6,BotB,0,15,4,0,5,3,3,5,1
141,2026-04-22 16:41:50,57,BotB,15,11,4,BotA,0,16,4,0,4,5,3,3,1,BotB,0,13,5,0,7,1,2,1,5
142,2026-04-22 16:41:50,56,BotA,15,6,9,BotA,0,15,4,0,4,3,5,1,3,BotB,0,15,3,0,4,2,2,4,5
143,2026-04-22 16:41:50,59,BotB,17,10,7,BotA,0,15,5,0,6,1,4,4,0,BotB,0,16,1,2,1,3,6,3,1
144,2026-04-22 16:41:50,57,BotB,15,14,1,BotA,0,15,5,0,2,4,5,1,3,BotB,0,12,5,0,8,4,3,2,3
145,2026-04-22 16:41:50,57,BotB,16,5,11,BotA,0,16,2,0,5,3,3,5,3,BotB,0,14,3,0,6,2,5,3,3
146,2026-04-22 16:41:50,56,BotA,16,3,13,BotA,0,14,4,0,4,2,2,3,4,BotB,0,16,2,0,7,2,1,2,5
147,2026-04-22 16:41:50,55,BotB,16,3,13,BotA,0,13,2,0,10,4,4,2,3,BotB,0,16,3,0,5,0,4,1,5
148,2026-04-22 16:41:50,57,BotB,15,7,8,BotA,0,16,2,0,2,3,5,4,5,BotB,0,14,4,0,4,5,2,1,5
149,2026-04-22 16:41:50,64,BotA,16,4,12,BotA,0,19,2,0,5,2,3,4,1,BotB,0,14,3,0,5,2,8,2,8
150,2026-04-22 16:41:50,62,BotA,15,7,8,BotA,0,11,7,0,2,3,5,6,4,BotB,0,16,2,0,4,2,8,6,1
151,2026-04-22 16:41:50,52,BotA,15,8,7,BotA,0,14,3,0,2,5,4,1,5,BotB,0,14,4,0,0,3,3,3,6
152,2026-04-22 16:41:50,51,BotB,16,5,11,BotA,0,12,2,0,6,1,7,4,4,BotB,0,14,3,0,2,1,3,5,5
153,2026-04-22 16:41:50,61,BotB,16,10,6,BotA,0,12,6,0,0,4,3,8,6,BotB,0,15,5,1,2,5,2,4,4
154,2026-04-22 16:41:50,60,BotA,15,11,4,BotA,0,15,4,0,2,1,2,4,10,BotB,0,15,4,0,8,2,5,0,3
155,2026-04-22 16:41:50,63,BotB,17,9,8,BotA,0,12,4,0,3,5,8,2,5,BotB,0,14,2,1,4,4,10,2,6
156,2026-04-22 16:41:50,62,BotA,15,6,9,BotA,0,15,4,0,4,4,7,3,2,BotB,0,16,2,0,3,7,5,4,2
157,2026-04-22 16:41:50,61,BotB,16,10,6,BotA,0,14,5,0,4,6,4,1,3,BotB,0,14,4,0,4,5,6,2,3
158,2026-04-22 16:41:50,63,BotB,16,13,3,BotA,0,15,3,1,8,9,3,2,5,BotB,0,14,4,0,4,5,4,3,5
159,2026-04-22 16:41:50,55,BotB,15,15,0,BotA,0,16,4,0,2,2,5,1,4,BotB,0,12,6,0,7,1,4,3,1
160,2026-04-22 16:41:50,68,BotB,16,15,1,BotA,0,18,4,0,6,4,3,6,3,BotB,0,12,7,0,9,4,3,2,5
161,2026-04-22 16:41:50,60,BotA,16,7,9,BotA,0,12,5,0,2,1,6,3,12,BotB,0,14,3,0,2,3,5,2,7
162,2026-04-22 16:41:50,61,BotB,17,14,3,BotA,0,17,3,1,3,4,7,5,0,BotB,0,16,4,1,5,4,3,2,3
163,2026-04-22 16:41:50,60,BotA,16,11,5,BotA,0,13,5,1,2,9,0,5,5,BotB,0,12,4,0,6,4,2,4,9
164,2026-04-22 16:41:50,56,BotA,19,2,17,BotA,0,13,7,0,6,1,2,1,2,BotB,0,15,1,0,3,6,3,3,4
165,2026-04-22 16:41:50,59,BotB,16,3,13,BotA,0,15,1,0,11,2,6,1,3,BotB,0,12,4,0,4,5,5,4,3
166,2026-04-22 16:41:50,64,BotA,15,13,2,BotA,0,16,4,0,9,5,1,0,3,BotB,0,17,5,0,9,2,4,1,3
167,2026-04-22 16:41:50,52,BotA,16,14,2,BotA,0,13,5,0,3,3,4,3,2,BotB,0,14,3,1,2,5,2,0,5
168,2026-04-22 16:41:50,59,BotB,16,15,1,BotA,0,14,6,0,3,1,4,1,7,BotB,0,14,5,0,3,3,7,2,2
169,2026-04-22 16:41:50,63,BotB,16,13,3,BotA,0,15,5,0,3,1,6,5,2,BotB,0,12,6,0,3,5,6,3,1
170,2026-04-22 16:41:50,60,BotA,16,10,6,BotA,0,12,7,0,7,3,2,4,3,BotB,0,13,4,0,9,3,5,4,1
171,2026-04-22 16:41:50,61,BotB,15,7,8,BotA,0,12,2,0,5,2,8,2,11,BotB,0,12,6,0,5,1,7,2,4
172,2026-04-22 16:41:50,62,BotA,15,15,0,BotA,0,16,5,0,2,5,3,3,2,BotB,0,15,6,0,5,4,3,5,3
173,2026-04-22 16:41:50,63,BotB,15,15,0,BotA,0,19,3,0,5,1,3,3,4,BotB,0,14,5,0,2,3,5,3,5
174,2026-04-22 16:41:50,57,BotB,16,8,8,BotA,0,15,3,0,2,7,6,4,0,BotB,0,15,5,0,1,2,4,3,4
175,2026-04-22 16:41:50,62,BotA,18,8,10,BotA,0,13,5,0,1,8,7,5,1,BotB,0,14,5,0,2,7,4,3,4
176,2026-04-22 16:41:50,64,BotA,16,15,1,BotA,0,15,5,0,4,4,8,2,1,BotB,0,14,6,0,3,5,6,3,1
177,2026-04-22 16:41:50,60,BotA,16,7,9,BotA,0,19,4,0,2,6,2,2,1,BotB,0,16,2,0,9,6,1,2,3
178,2026-04-22 16:41:50,64,BotA,16,16,0,BotA,0,12,6,0,5,2,5,1,9,BotB,0,13,7,1,2,6,2,3,5
179,2026-04-22 16:41:50,58,BotA,16,2,14,BotA,0,13,4,1,7,2,5,3,4,BotB,0,15,0,0,2,3,9,3,5
180,2026-04-22 16:41:50,62,BotA,16,11,5,BotA,0,17,4,0,1,4,6,0,5,BotB,0,16,3,0,5,3,5,4,1
181,2026-04-22 16:41:50,65,BotB,17,13,4,BotA,0,17,5,0,5,7,0,8,1,BotB,0,15,5,0,6,2,4,2,6
182,2026-04-22 16:41:50,57,BotB,16,9,7,BotA,0,15,4,0,1,4,6,3,3,BotB,0,15,3,0,2,2,10,2,3
183,2026-04-22 16:41:50,56,BotA,15,4,11,BotA,0,11,6,0,4,8,5,2,1,BotB,0,13,2,0,5,3,8,3,5
184,2026-04-22 16:41:50,64,BotA,16,16,0,BotA,0,15,3,1,8,7,3,1,4,BotB,0,16,6,0,4,7,3,0,4
185,2026-04-22 16:41:50,60,BotA,16,7,9,BotA,0,12,6,0,5,4,5,1,7,BotB,0,10,3,0,2,5,7,7,6
186,2026-04-22 16:41:50,57,BotB,15,10,5,BotA,0,17,2,0,1,2,3,1,11,BotB,0,14,5,0,0,5,2,6,4
187,2026-04-22 16:41:50,60,BotA,17,7,10,BotA,0,16,2,1,3,6,5,6,0,BotB,0,14,3,0,5,9,3,5,1
188,2026-04-22 16:41:50,64,BotA,15,10,5,BotA,0,17,5,0,6,2,2,1,6,BotB,0,15,6,0,5,6,2,3,5
189,2026-04-22 16:41:50,60,BotA,16,7,9,BotA,0,18,4,0,6,0,3,3,2,BotB,0,12,4,0,5,1,11,5,4
190,2026-04-22 16:41:50,52,BotA,15,0,15,BotA,0,14,4,0,7,3,2,0,3,BotB,0,14,0,0,7,3,4,3,4
191,2026-04-22 16:41:50,64,BotA,16,6,10,BotA,0,14,5,0,7,3,4,2,4,BotB,0,15,3,0,6,3,9,2,3
192,2026-04-22 16:41:50,62,BotA,15,12,3,BotA,0,15,4,1,1,4,5,3,5,BotB,0,12,5,0,8,4,2,5,3
193,2026-04-22 16:41:50,55,BotB,17,4,13,BotA,0,13,2,0,1,8,2,4,4,BotB,0,13,3,0,5,5,5,1,3
194,2026-04-22 16:41:50,59,BotB,16,11,5,BotA,0,16,4,0,1,7,3,4,2,BotB,0,15,4,0,3,1,5,3,4
